"full_branch","superkingdom","kingdom","phylum","class","order","family"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Dytiscoidea;Noteridae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Noteridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Gobiesocoidei;Gobiesocidae","Eukaryota","Metazoa","Chordata","Actinopteri","Blenniiformes","Gobiesocidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Magnoliidae;Laurales;Gomortegaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Laurales","Gomortegaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Marchantiopsida;Marchantiidae;Marchantiales;Targioniaceae","Eukaryota","Viridiplantae","Streptophyta","Marchantiopsida","Marchantiales","Targioniaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Physenaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Physenaceae"
"cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Gruberellidae","Eukaryota","na","Heterolobosea","na","na","Gruberellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Notostraca;Triopsidae","Eukaryota","Metazoa","Arthropoda","Branchiopoda","Notostraca","Triopsidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Vetigastropoda;Trochida;Trochoidea;Turbinidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Trochida","Turbinidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Microbotryales;Ustilentylomataceae","Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Ustilentylomataceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Aselloidea;Asellidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Asellidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Tamaricaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Tamaricaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Rhabdodendraceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Rhabdodendraceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Frankeniaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Frankeniaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Dioncophyllaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Dioncophyllaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Ancistrocladaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Ancistrocladaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Glomosporiaceae","Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Glomosporiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Urocystidaceae","Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Melanotaeniaceae","Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Melanotaeniaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Doassansiopsaceae","Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Doassansiopsaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Cryptobasidiaceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Cryptobasidiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Georgefischeriales","Tilletiariaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Georgefischeriales;Georgefischeriaceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Georgefischeriales","Georgefischeriaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Microstromatales;Microstromataceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromataceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Dikarya incertae sedis;Entorrhizomycetes;Entorrhizales;Entorrhizaceae","Eukaryota","Fungi","na","Entorrhizomycetes","Entorrhizales","Entorrhizaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Caelifera;Acrididea;Tetrigoidea;Batrachideidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Batrachideidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Imparidentia;Neoheterodontei;Venerida;Glossoidea;Glossidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Venerida","Glossidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Nemouroidea;Nemouridae","Eukaryota","Metazoa","Arthropoda","Insecta","Plecoptera","Nemouridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Caelifera;Acrididea;Acridomorpha;Pneumoroidea;Xyronotidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Xyronotidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Caelifera;Acrididea;Acridomorpha;Trigonopterygoidea;Trigonopterygidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Trigonopterygidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Tettigoniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Caelifera;Acrididea;Acridomorpha;Acridoidea;Lentulidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Lentulidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Tettigoniidea;Stenopelmatoidea;Stenopelmatidae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Stenopelmatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Tettigoniidea;Rhaphidophoroidea;Rhaphidophoridae","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Rhaphidophoridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Epidermaptera;Anisolabidoidea;Anisolabididae","Eukaryota","Metazoa","Arthropoda","Insecta","Dermaptera","Anisolabididae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Entylomatales;Entylomataceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Doassansiales;Rhamphosporaceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Doassansiales","Rhamphosporaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Doassansiales;Doassansiaceae","Eukaryota","Fungi","Basidiomycota","Exobasidiomycetes","Doassansiales","Doassansiaceae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Desmarestiales;Arthrocladiaceae","Eukaryota","na","na","Phaeophyceae","Desmarestiales","Arthrocladiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mesothelae;Liphistiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Liphistiidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Capnodiales;Capnodiaceae","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Anguimorpha;Paleoanguimorpha;Varanoidea;Lanthanotidae","Eukaryota","Metazoa","Chordata","Lepidosauria","Squamata","Lanthanotidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Diplura;Rhabdura;Campodeoidea;Campodeidae","Eukaryota","Metazoa","Arthropoda","na","Diplura","Campodeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Pauropoda;Tetramerocerata;Pauropodidae","Eukaryota","Metazoa","Arthropoda","Pauropoda","Tetramerocerata","Pauropodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Polydesmida;Polydesmidae","Eukaryota","Metazoa","Arthropoda","Diplopoda","Polydesmida","Polydesmidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;Colossendeidae","Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Colossendeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;Endeidae","Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Endeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;Callipallenidae","Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Callipallenidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;Ammotheidae","Eukaryota","Metazoa","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Scolecida;Maldanidae","Eukaryota","Metazoa","Annelida","Polychaeta","na","Maldanidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Brachioteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Brachioteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Incirrata;Vitreledonellidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Octopoda","Vitreledonellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Thysanoteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Thysanoteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Cirrata;Stauroteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Octopoda","Stauroteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Pyroteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Pyroteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Pholidoteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Pholidoteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Octopoteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Octopoteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Mastigoteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Mastigoteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Lepidoteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Lepidoteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Joubiniteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Joubiniteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Gonatidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Gonatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Incirrata;Bolitaenidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Octopoda","Bolitaenidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Cirrata;Cirroteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Octopoda","Cirroteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Chtenopterygidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Chtenopterygidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Chiroteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Chiroteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Bathyteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Bathyteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Cycloteuthidae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Cycloteuthidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Ancistrocheiridae","Eukaryota","Metazoa","Mollusca","Cephalopoda","Oegopsida","Ancistrocheiridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Poecilosclerida;Clathriidae","Eukaryota","Metazoa","Porifera","Demospongiae","Poecilosclerida","Clathriidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Dicranidae;Dicranales;Rhachitheciaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Dicranales","Rhachitheciaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Bryanae;Splachnales;Splachnaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Splachnales","Splachnaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Dicranidae;Dicranales;Rhabdoweisiaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Dicranales","Rhabdoweisiaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Dicranidae;Grimmiales;Ptychomitriaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Grimmiales","Ptychomitriaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Funariidae;Encalyptales;Encalyptaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Encalyptales","Encalyptaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Dicranidae;Dicranales;Erpodiaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Dicranales","Erpodiaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Hypnanae;Hypnales;Thuidiaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Hypnales","Thuidiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Harpellaceae","Eukaryota","Fungi","Zoopagomycota","Harpellomycetes","Harpellales","Harpellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Imparidentia;Adapedonta;Hiatelloidea;Hiatellidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Adapedonta","Hiatellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Imparidentia;Neoheterodontei;Cardiida;Tellinoidea;Psammobiidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Cardiida","Psammobiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Imparidentia;Neoheterodontei;Venerida;Chamoidea;Chamidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Venerida","Chamidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Nuculanida;Nuculanidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Nuculanida","Nuculanidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Anomalodesmata;Thracioidea;Periplomatidae","Eukaryota","Metazoa","Mollusca","Bivalvia","na","Periplomatidae"
