"","full_branch","superkingdom","kingdom","phylum","class","order","family"
"8314","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fagales;Juglandaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Fagales_3502","Juglandaceae_16714"
"8315","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Ranunculales;Eupteleaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Ranunculales_41768","Eupteleaceae_16712"
"8316","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Saxifragales;Cercidiphyllaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Saxifragales_41946","Cercidiphyllaceae_16711"
"8317","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Diapensiaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Ericales_41945","Diapensiaceae_16673"
"8318","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Theophrastaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Ericales_41945","Theophrastaceae_16667"
"8319","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Myrsinaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Ericales_41945","Myrsinaceae_16614"
"8320","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Clethraceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Ericales_41945","Clethraceae_16611"
"8321","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Goodeniaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Asterales_4209","Goodeniaceae_16472"
"8322","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Pandanales;Velloziaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Pandanales_40550","Velloziaceae_16376"
"8323","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Commelinales;Pontederiaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Commelinales_4739","Pontederiaceae_16367"
"8324","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Alismatales;Potamogetonaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Alismatales_16360","Potamogetonaceae_16362"
"8325","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Agavaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Asparagales_73496","Agavaceae_15958"
"8326","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Flagellariaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Poales_38820","Flagellariaceae_14146"
"8327","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Restionaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Poales_38820","Restionaceae_14107"
"8328","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Juncaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Poales_38820","Juncaceae_14101"
"8329","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Rapateaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Poales_38820","Rapateaceae_14081"
"8330","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Lycopodiopsida;Isoetales;Isoetaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Lycopodiopsida_1521260","Isoetales_13836","Isoetaceae_13837"
"8331","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Ophioglossidae;Ophioglossales;Ophioglossaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Ophioglossales_13827","Ophioglossaceae_13828"
"8332","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Schizaeales;Schizaeaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Schizaeales_693762","Schizaeaceae_13822"
"8333","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Polypodiales;Pteridineae;Pteridaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Polypodiales_3268","Pteridaceae_13819"
"8334","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Salviniales;Marsileaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Salviniales_74353","Marsileaceae_13814"
"8335","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Anthocerotophyta;Anthocerotopsida;Anthocerotidae;Anthocerotales;Anthocerotaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Anthocerotopsida_402688","Anthocerotales_13810","Anthocerotaceae_13811"
"8336","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Lophocoleineae;Lepidoziaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Lepidoziaceae_13806"
"8337","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Sphagnophytina;Sphagnopsida;Sphagnales;Sphagnaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Sphagnopsida_113508","Sphagnales_13802","Sphagnaceae_13803"
"8338","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Hypnanae;Hypnales;Sematophyllaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Bryopsida_3214","Hypnales_13798","Sematophyllaceae_13799"
"8339","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Andreaeophytina;Andreaeopsida;Andreaeales;Andreaeaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Andreaeopsida_113507","Andreaeales_13794","Andreaeaceae_13795"
"8340","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae","Eukaryota_2759","Metazoa_33208","Acanthocephala_10232","Archiacanthocephala_10233","Moniliformida_10234","Moniliformidae_10235"
"8341","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Hemichordata;Enteropneusta;Harrimaniidae","Eukaryota_2759","Metazoa_33208","Hemichordata_10219","Enteropneusta_10220","character(0)_character(0)","Harrimaniidae_10221"
"8342","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mesozoa;Dicyemida;Dicyemidae","Eukaryota_2759","Metazoa_33208","Dicyemida_10215","character(0)_character(0)","character(0)_character(0)","Dicyemidae_10216"
"8343","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Buguloidea;Bugulidae","Eukaryota_2759","Metazoa_33208","Bryozoa_10205","Gymnolaemata_10206","Cheilostomatida_10207","Bugulidae_10210"
"8344","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Brachionidae","Eukaryota_2759","Metazoa_33208","Rotifera_10190","Eurotatoria_2816136","Ploima_84394","Brachionidae_10193"
"8345","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Bathyergidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Bathyergidae_10167"
"8346","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Ctenodactylidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Ctenodactylidae_10164"
"8347","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Echimyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Echimyidae_10161"
"8348","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Octodontidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Octodontidae_10158"
"8349","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Myocastoridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Myocastoridae_10155"
"8350","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Chinchillidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Chinchillidae_10150"
"8351","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Hydrochaeridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Hydrochaeridae_10147"
"8352","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Caviidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Caviidae_10139"
"8353","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Hystricomorpha;Hystricidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Hystricidae_10135"
"8354","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Muridae_10066"
"8355","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Anomaluromorpha;Pedetidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Pedetidae_10021"
"8356","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Castorimorpha;Heteromyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Heteromyidae_10015"
"8357","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Castorimorpha;Geomyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Rodentia_9989","Geomyidae_10010"
"8358","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Lagomorpha;Leporidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Lagomorpha_9975","Leporidae_9979"
"8359","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Lagomorpha;Ochotonidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Lagomorpha_9975","Ochotonidae_9976"
"8360","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Pholidota;Manidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Pholidota_9971","Manidae_9972"
"8361","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Bovidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895"
"8362","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Giraffidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Giraffidae_9892"
"8363","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Antilocapridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Antilocapridae_9889"
"8364","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Cervidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Cervidae_9850"
"8365","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Tragulina;Tragulidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Tragulidae_9846"
"8366","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Tylopoda;Camelidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Camelidae_9835"
"8367","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Ancodonta;Hippopotamidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Hippopotamidae_9831"
"8368","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Tayassuidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Tayassuidae_9827"
"8369","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Suina;Suidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Suidae_9821"
"8370","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Tubulidentata;Orycteropodidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Tubulidentata_9815","Orycteropodidae_9816"
"8371","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Hyracoidea;Procaviidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Hyracoidea_9810","Procaviidae_9811"
"8372","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Perissodactyla;Rhinocerotidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Perissodactyla_9787","Rhinocerotidae_9803"
"8373","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Perissodactyla;Tapiridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Perissodactyla_9787","Tapiridae_9799"
"8374","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Perissodactyla;Equidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Perissodactyla_9787","Equidae_9788"
"8375","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Proboscidea;Elephantidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Proboscidea_9779","Elephantidae_9780"
"8376","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Sirenia;Trichechidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Sirenia_9774","Trichechidae_9775"
"8377","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Mysticeti;Balaenopteridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Balaenopteridae_9765"
"8378","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Mysticeti;Eschrichtiidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Eschrichtiidae_9762"
